brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,milage_in_kelos,car_age,value_index,car_type
Porsche,Panamera 4S,2010,62743,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,28600,62.743,14,1906.6666666666667,old
BMW,M440 i xDrive,2021,24300,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Beige,None reported,49999,24.3,3,12499.75,new
Volvo,S60 T6 Momentum,2020,46250,Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Charcoal,At least 1 accident or damage reported,27800,46.25,4,5560.0,new
Mazda,CX-9 Touring Plus,2023,1930,Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Jet Black Mica,Black,At least 1 accident or damage reported,40655,1.93,1,20327.5,new
Chrysler,Pacifica Hybrid Touring L,2022,61494,Hybrid,3.6L V6 24V MPFI DOHC Hybrid,Automatic CVT,Bright White Clearcoat,Black,None reported,35850,61.494,2,11950.0,new
Jeep,Wrangler Unlimited Sport,2020,24040,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,35273,24.04,4,7054.6,new
Toyota,Highlander Base,2001,231581,Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,4300,231.581,23,179.16666666666666,old
Ford,F-150 Lariat,2019,81000,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,38500,81.0,5,6416.666666666667,new
Land,Rover Discovery Sport S R-Dynamic,2022,23568,Gasoline,2.0 Liter,Automatic,Firenze Red,Ebony,None reported,44998,23.568,2,14999.333333333334,new
Mazda,Mazda6 Touring,2020,78700,Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,18000,78.7,4,3600.0,new
Kia,Optima EX,2015,109580,Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,At least 1 accident or damage reported,11900,109.58,9,1190.0,old
Lexus,RX 350 Base,2009,178000,Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,4500,178.0,15,281.25,old
Mitsubishi,Outlander Sport 2.4 SE,2016,131193,Gasoline,2.4L I4 16V MPFI DOHC,Automatic CVT,Black,Black,None reported,11970,131.193,8,1330.0,new
Mercedes-Benz,GLS 450 Base 4MATIC,2017,106000,Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,25900,106.0,7,3237.5,new
Audi,A3 2.0T Premium,2019,28211,Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,27500,28.211,5,4583.333333333333,new
Audi,A4 2.0T Premium,2015,91403,E85 Flex Fuel,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,8-Speed Automatic,Silver,Gray,None reported,14998,91.403,9,1499.8,old
Mercedes-Benz,CLA-Class CLA 250,2016,88600,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,16800,88.6,8,1866.6666666666667,new
Kia,K5 EX,2021,11154,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Glacial White Pearl,Black,None reported,28998,11.154,3,7249.5,new
BMW,X5 eDrive xDrive40e,2018,45090,Plug-In Hybrid,313.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,30750,45.09,6,4392.857142857143,new
Mercedes-Benz,SLK-Class SLK230 Kompressor,2003,33272,Gasoline,192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,11900,33.272,21,540.9090909090909,old
Jeep,Wrangler SE,2003,71000,Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,None reported,12499,71.0,21,568.1363636363636,old
Land,Rover LR4 Lux,2012,141525,Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,14490,141.525,12,1114.6153846153845,old
Jaguar,XKR Base,2007,50000,Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,At least 1 accident or damage reported,21900,50.0,17,1216.6666666666667,old
BMW,M4 Base,2020,29140,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Orange,Orange,None reported,71995,29.14,4,14399.0,new
BMW,M340 i xDrive,2022,9000,Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Red,None reported,56900,9.0,2,18966.666666666668,new
Mercedes-Benz,AMG GLE 53 AMG GLE 53,2021,5595,Hybrid,3.0 Liter Turbo,Automatic,designo Diamond White Metallic,Black,None reported,83598,5.595,3,20899.5,new
RAM,1500 Laramie,2022,34121,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,48190,34.121,2,16063.333333333334,new
BMW,ALPINA B7 Base,2013,36750,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,35999,36.75,11,2999.9166666666665,old
Jeep,Compass High Altitude,2017,45000,Gasoline,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,16500,45.0,7,2062.5,new
Toyota,Highlander Hybrid XLE,2019,69350,Hybrid,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Gray,None reported,36000,69.35,5,6000.0,new
BMW,X5 M Base,2022,8307,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Blue Metallic,Sakhir Orange,None reported,98900,8.307,2,32966.666666666664,new
BMW,M3 Base,2023,4106,Gasoline,3.0L I6 24V GDI DOHC Twin Turbo,6-Speed Manual,Isle of Man Green Metallic,Kyalami Orange,None reported,84645,4.106,1,42322.5,new
BMW,M3 Base,1999,184700,Gasoline,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Gray,None reported,36950,184.7,25,1421.1538461538462,old
Maserati,Quattroporte S Q4 GranLusso,2018,57500,Gasoline,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Brown,None reported,41900,57.5,6,5985.714285714285,new
Acura,RDX Advance Package,2021,29000,Gasoline,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,39650,29.0,3,9912.5,new
Mercedes-Benz,GLA-Class GLA 250 4MATIC,2015,61675,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,19000,61.675,9,1900.0,old
Mercedes-Benz,Sprinter 3500XD High Roof,2021,33300,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,White,Black,None reported,45000,33.3,3,11250.0,new
Cadillac,XTS Luxury,2014,62950,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Gray,At least 1 accident or damage reported,17498,62.95,10,1590.7272727272727,old
Chevrolet,Camaro 2LT,2015,56675,Gasoline,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,19750,56.675,9,1975.0,old
Porsche,Cayenne S,2013,92000,Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Gray,None reported,23000,92.0,11,1916.6666666666667,old
Dodge,Magnum R/T,2005,96000,Gasoline,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Gold,At least 1 accident or damage reported,12000,96.0,19,600.0,old
INFINITI,Q70 3.7X,2014,33500,Gasoline,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,23000,33.5,10,2090.909090909091,old
Land,Rover Range Rover SV Autobiography Dynamic SWB,2020,16754,Gasoline,557.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,None reported,112000,16.754,4,22400.0,new
Toyota,Camry Hybrid Base,2007,53249,Hybrid,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,At least 1 accident or damage reported,9250,53.249,17,513.8888888888889,old
GMC,Acadia SLT-1,2016,119000,Gasoline,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gold,Brown,None reported,12500,119.0,8,1388.888888888889,new
Lincoln,Corsair Reserve,2021,29336,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,Sandstone,None reported,36999,29.336,3,9249.75,new
RAM,2500 SLT,2017,86000,Diesel,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,41000,86.0,7,5125.0,new
Mercedes-Benz,GL-Class GL 450 4MATIC,2013,93500,Gasoline,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,15900,93.5,11,1325.0,old
BMW,M5 Base,2018,47700,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,White,At least 1 accident or damage reported,54999,47.7,6,7857.0,new
Acura,ILX Premium Package,2022,16120,Gasoline,2.4L I4 16V GDI DOHC,8-Speed Automatic with Auto-Shift,Gray,Ebony,None reported,26599,16.12,2,8866.333333333334,new
Buick,Rainier CXL,2005,147589,Gasoline,275.0HP 4.2L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,2800,147.589,19,140.0,old
Cadillac,Escalade Luxury,2013,95570,E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,Black,At least 1 accident or damage reported,22000,95.57,11,1833.3333333333333,old
Mercedes-Benz,S-Class S 560,2018,45791,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Gray,None reported,52000,45.791,6,7428.571428571428,new
INFINITI,QX80 Base,2016,60000,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Beige,At least 1 accident or damage reported,25950,60.0,8,2883.3333333333335,new
Buick,Encore Preferred,2019,50000,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,18795,50.0,5,3132.5,new
Mercedes-Benz,GLS 450 Base 4MATIC,2019,33481,Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,9-Speed Automatic,Black,Almond Beige,None reported,43999,33.481,5,7333.166666666667,new
Jeep,Liberty Limited,2010,107000,Gasoline,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,5900,107.0,14,393.3333333333333,old
Mercedes-Benz,S-Class S 63 AMG,2011,60000,Gasoline,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,37000,60.0,13,2642.8571428571427,old
Audi,A8 L 3.0T,2016,55000,Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Brown,None reported,28000,55.0,8,3111.1111111111113,new
Mazda,CX-30 2.5 S Select Package,2022,4004,Gasoline,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,None reported,25500,4.004,2,8500.0,new
Bentley,Continental GT V8,2022,10972,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic with Auto-Shift,Red,Black,None reported,217950,10.972,2,72650.0,new
Volkswagen,Golf R 4-Door,2016,47144,Gasoline,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,29950,47.144,8,3327.777777777778,new
Hyundai,Genesis Coupe 3.8 Grand Touring,2011,165454,Gasoline,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,4000,165.454,13,285.7142857142857,old
Hyundai,Tucson Limited,2020,39913,Gasoline,2.4L I4 16V GDI DOHC,6-Speed Automatic,Black Noir Pearl,Beige,None reported,22749,39.913,4,4549.8,new
Ford,Mustang V6,2013,147191,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,At least 1 accident or damage reported,12990,147.191,11,1082.5,old
BMW,435 i,2014,53600,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,25980,53.6,10,2361.818181818182,old
Mercedes-Benz,AMG G 63 Base,2020,1750,Gasoline,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Blue,Black,None reported,199995,1.75,4,39999.0,new
Dodge,Challenger SRT Hellcat,2020,2750,Gasoline,797.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Orange,Black,None reported,104500,2.75,4,20900.0,new
Porsche,Boxster Base,2013,40800,Gasoline,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Brown,Beige,None reported,35500,40.8,11,2958.3333333333335,old
Porsche,Macan Base,2018,36798,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,Volcano Grey Metallic,Black,At least 1 accident or damage reported,49500,36.798,6,7071.428571428572,new
Ford,Mustang GT,2010,87500,Gasoline,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,At least 1 accident or damage reported,14900,87.5,14,993.3333333333334,old
Chevrolet,Suburban LT,2020,93000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,38500,93.0,4,7700.0,new
Mercedes-Benz,C-Class C 300 4MATIC,2018,41515,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Black,Black,None reported,28251,41.515,6,4035.8571428571427,new
RAM,1500 Classic Warlock,2019,19000,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Diamond Black,Diesel Gray / Black,At least 1 accident or damage reported,33242,19.0,5,5540.333333333333,new
Toyota,Sequoia SR5,2023,1539,Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,Green,Boulder,At least 1 accident or damage reported,76373,1.539,1,38186.5,new
BMW,M5 Base,2018,31090,Gasoline,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,At least 1 accident or damage reported,68000,31.09,6,9714.285714285714,new
Mazda,Mazda3 FWD w/Premium Package,2022,21701,Gasoline,2.5L I4 16V,6-Speed Automatic,Soul Red Crystal Metallic,Black,None reported,25099,21.701,2,8366.333333333334,new
Nissan,Rogue SL,2016,97726,Gasoline,"2.5L I-4 DOHC, variable valve control, regular unleaded, engine",Variable,Gun Metallic,Charcoal,At least 1 accident or damage reported,15998,97.726,8,1777.5555555555557,new
Audi,A7 3.0T Prestige,2015,73000,Diesel,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,White,Gray,None reported,34000,73.0,9,3400.0,old
Genesis,G80 3.8,2020,23600,Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,31900,23.6,4,6380.0,new
Rolls-Royce,Ghost Base,2016,8755,Gasoline,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,166900,8.755,8,18544.444444444445,new
BMW,M6 Gran Coupe Base,2019,20500,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,67900,20.5,5,11316.666666666666,new
Ford,Mustang V6,2013,57912,Gasoline,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,18750,57.912,11,1562.5,old
BMW,650 i,2009,35000,Gasoline,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,18500,35.0,15,1156.25,old
Kia,Telluride EX,2022,14676,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Dark Moss,Gray,None reported,46787,14.676,2,15595.666666666666,new
Lincoln,Navigator Reserve,2022,13750,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Beige,None reported,79999,13.75,2,26666.333333333332,new
Mercedes-Benz,S-Class S 550 4MATIC,2015,13300,Gasoline,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,62500,13.3,9,6250.0,old
Chevrolet,Suburban LT,2017,117000,Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Beige,None reported,27000,117.0,7,3375.0,new
Audi,A7 55 Premium,2020,27100,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,White,Black,None reported,50000,27.1,4,10000.0,new
Ford,Mustang EcoBoost Premium,2017,89352,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,20989,89.352,7,2623.625,new
Chevrolet,Cruze LS,2018,100000,Gasoline,153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,8500,100.0,6,1214.2857142857142,new
Land,Rover Range Rover HSE SWB,2020,16000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Silver,Black,None reported,75500,16.0,4,15100.0,new
Land,Rover Defender S,2023,15200,Gasoline,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,62999,15.2,1,31499.5,new
BMW,650 i,2012,39960,Gasoline,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Brown,None reported,38995,39.96,12,2999.6153846153848,old
Ford,Mustang Base,2008,119000,Gasoline,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,13500,119.0,16,794.1176470588235,old
Kia,K5 GT-Line,2022,10971,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Passion Red,Black,None reported,29998,10.971,2,9999.333333333334,new
Mazda,Mazda3 i Touring,2014,118500,Gasoline,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,M/T,Silver,Black,At least 1 accident or damage reported,11500,118.5,10,1045.4545454545455,old
Kia,Stinger GT1,2021,8288,Gasoline,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,45899,8.288,3,11474.75,new
Chevrolet,Camaro ZL1,2023,2950,Gasoline,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Red,Gray,None reported,74500,2.95,1,37250.0,new
Mercedes-Benz,AMG G 63 Base,2017,73000,Gasoline,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,78000,73.0,7,9750.0,new
Ford,Thunderbird Premium,2005,82000,Gasoline,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gold,White,None reported,14900,82.0,19,745.0,old
GMC,Sierra 1500 SLT,2017,49105,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,39750,49.105,7,4968.75,new
Kia,Telluride LX,2023,5500,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,40000,5.5,1,20000.0,new
Chevrolet,Corvette Base,2005,36700,Gasoline,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Black,None reported,26000,36.7,19,1300.0,old
BMW,650 i,2014,40000,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,34000,40.0,10,3090.909090909091,old
GMC,Acadia Denali,2015,74864,Gasoline,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Beige,None reported,19780,74.864,9,1978.0,old
Cadillac,Escalade Premium Luxury Platinum,2021,15350,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,Black,None reported,93500,15.35,3,23375.0,new
Nissan,GT-R Premium,2010,46100,Gasoline,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,72999,46.1,14,4866.6,old
Toyota,Highlander XLE,2018,61454,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Gray,None reported,31000,61.454,6,4428.571428571428,new
BMW,X7 xDrive40i,2020,45241,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Blue,Brown,None reported,54500,45.241,4,10900.0,new
INFINITI,QX60 Base,2018,48000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,Black,None reported,27000,48.0,6,3857.1428571428573,new
Lexus,IS 250C Base,2010,68500,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,None reported,18500,68.5,14,1233.3333333333333,old
GMC,Sierra 1500 Denali,2019,43433,Gasoline,5.3L V8 16V GDI OHV,Automatic,Onyx Black,Walnut,None reported,51899,43.433,5,8649.833333333334,new
Chevrolet,SSR Base,2005,122961,Gasoline,6.0L V8 16V MPFI OHV,4-Speed Automatic,Redline Red,Ebony,None reported,20995,122.961,19,1049.75,old
Dodge,Challenger R/T,2014,92861,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,None reported,19750,92.861,10,1795.4545454545455,old
Hyundai,Equus Signature,2016,72000,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,21400,72.0,8,2377.777777777778,new
Lamborghini,Aventador SVJ Base,2019,6929,Gasoline,759.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,649999,6.929,5,108333.16666666667,new
Ford,Mustang GT,2003,83000,Gasoline,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,10500,83.0,21,477.27272727272725,old
Toyota,Sequoia Limited,2023,8200,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Brown,Black,None reported,78900,8.2,1,39450.0,new
Jeep,Grand Cherokee L Limited,2022,12875,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Diamond Black,Global Black,None reported,42599,12.875,2,14199.666666666666,new
Maserati,GranTurismo Sport,2015,32000,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Brown,None reported,36000,32.0,9,3600.0,old
BMW,M5 Base,2013,61145,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,37500,61.145,11,3125.0,old
Land,Rover Range Rover Sport First Edition,2023,3534,Hybrid,4.4 Liter,Automatic,Red,Black,None reported,143998,3.534,1,71999.0,new
Ford,F-150 Lariat,2011,152000,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,None reported,14000,152.0,13,1000.0,old
Audi,A4 2.0T Premium,2012,129567,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,7000,129.567,12,538.4615384615385,old
BMW,540 i xDrive,2019,36000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,41995,36.0,5,6999.166666666667,new
BMW,X6 xDrive35i,2009,92008,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,12500,92.008,15,781.25,old
Ford,Mustang Base,1998,63900,Gasoline,150.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,10300,63.9,26,381.48148148148147,old
Toyota,Sequoia Limited,2012,150900,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,17500,150.9,12,1346.1538461538462,old
Land,Rover Range Rover 3.0L Supercharged,2018,38020,Gasoline,5.0 Liter,Automatic,White,Espresso,None reported,63998,38.02,6,9142.57142857143,new
Audi,Q8 55 Premium Plus,2021,14750,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,None reported,61059,14.75,3,15264.75,new
